CanvasID,Started_At,Ended_At,Selected_Time_Zone,WorkFlow_State,Enrollments,Courses,Users,Sections
8638,2018-03-15T22:00:07-05:00,2018-03-15T22:04:59-05:00,America/Chicago,imported,0,2137,6755,2137
8637,2018-03-15T21:00:09-05:00,2018-03-15T21:05:59-05:00,America/Chicago,imported,0,2137,6755,2137
8636,2018-03-15T20:00:07-05:00,2018-03-15T20:06:08-05:00,America/Chicago,imported,0,2137,6755,2137
8635,2018-03-15T19:00:08-05:00,2018-03-15T19:05:20-05:00,America/Chicago,imported,1,2137,6755,2137
8634,2018-03-15T18:00:08-05:00,2018-03-15T18:05:17-05:00,America/Chicago,imported,1,2137,6755,2137
8633,2018-03-15T17:00:08-05:00,2018-03-15T17:05:25-05:00,America/Chicago,imported,0,2137,6755,2137
8632,2018-03-15T16:00:07-05:00,2018-03-15T16:05:21-05:00,America/Chicago,imported,4,2137,6755,2137
8631,2018-03-15T15:00:09-05:00,2018-03-15T15:04:54-05:00,America/Chicago,imported,0,2137,6755,2137
8630,2018-03-15T14:00:08-05:00,2018-03-15T14:05:14-05:00,America/Chicago,imported,2,2137,6755,2137
8629,2018-03-15T13:00:07-05:00,2018-03-15T13:06:36-05:00,America/Chicago,imported,0,2137,6755,2137
8628,2018-03-15T12:00:07-05:00,2018-03-15T12:06:08-05:00,America/Chicago,imported,0,2137,6755,2137
8627,2018-03-15T11:00:13-05:00,2018-03-15T11:06:13-05:00,America/Chicago,imported,2,2137,6755,2137
8626,2018-03-15T10:00:06-05:00,2018-03-15T10:06:26-05:00,America/Chicago,imported,4,2137,6755,2137
8625,2018-03-15T09:00:06-05:00,2018-03-15T09:05:58-05:00,America/Chicago,imported,0,2137,6755,2137
8624,2018-03-15T08:00:07-05:00,2018-03-15T08:05:33-05:00,America/Chicago,imported,0,2137,6755,2137
8623,2018-03-15T07:00:06-05:00,2018-03-15T07:05:11-05:00,America/Chicago,imported,0,2137,6755,2137
8622,2018-03-15T06:00:06-05:00,2018-03-15T06:04:37-05:00,America/Chicago,imported,0,2137,6755,2137
8621,2018-03-15T05:00:08-05:00,2018-03-15T05:04:29-05:00,America/Chicago,imported,0,2137,6755,2137
8620,2018-03-15T04:00:08-05:00,2018-03-15T04:04:36-05:00,America/Chicago,imported,0,2137,6755,2137
8619,2018-03-15T03:00:08-05:00,2018-03-15T03:04:54-05:00,America/Chicago,imported,0,2137,6755,2137
8618,2018-03-15T02:00:08-05:00,2018-03-15T02:04:57-05:00,America/Chicago,imported,0,2137,6755,2137
8617,2018-03-15T01:00:08-05:00,2018-03-15T01:04:50-05:00,America/Chicago,imported,0,2137,6755,2137
8616,2018-03-15T00:00:08-05:00,2018-03-15T00:04:40-05:00,America/Chicago,imported,2,2137,6755,2137
8615,2018-03-14T23:00:16-05:00,2018-03-14T23:04:57-05:00,America/Chicago,imported,0,2137,6755,2137
